Location ID,Date,Card Type,Exp Type,Gender,Amount,Age
9,26-Oct-21,Silver,Entertainment,F,121322,68
72,30-Dec-21,Platinum,Fuel,M,89143,35
72,04-Jun-22,Gold,Entertainment,F,235453,70
9,08-Feb-22,Gold,Food,M,262911,68
72,17-Jan-22,Signature,Medical,M,186315,50
127,10-Jul-22,Platinum,Entertainment,F,127847,26
127,06-Dec-21,Platinum,Grocery,F,81474,38
127,08-Nov-21,Platinum,Fuel,F,7376,21
72,10-Aug-20,Platinum,Medical,F,168369,42
72,07-Jan-20,Platinum,Fuel,M,272256,78
72,03-May-21,Gold,Fuel,F,10139,18
72,26-Aug-19,Silver,Grocery,M,48507,89
9,20-Jan-21,Platinum,Grocery,M,167642,77
397,02-Aug-21,Gold,Grocery,M,129499,79
72,02-Oct-20,Platinum,Fuel,M,78049,63
9,26-Oct-21,Platinum,Grocery,M,54879,72
127,26-Jan-20,Silver,Fuel,M,166530,21
127,12-Feb-21,Signature,Medical,F,165489,71
9,10-Nov-20,Platinum,Fuel,M,77683,75
72,23-Jan-21,Silver,Grocery,M,44568,44
127,03-Mar-20,Gold,Food,M,33515,42
72,17-Nov-19,Platinum,Grocery,M,26593,87
72,23-Jun-21,Platinum,Grocery,M,118740,66
127,29-Dec-21,Platinum,Entertainment,M,293506,39
72,03-Jun-22,Signature,Medical,F,201923,19
72,28-Aug-19,Signature,Fuel,F,174215,24
397,10-May-22,Silver,Entertainment,M,255450,18
127,24-Sep-19,Gold,Entertainment,F,112072,75
72,10-Mar-22,Signature,Entertainment,M,267930,89
397,11-Jan-21,Silver,Fuel,M,54333,83
9,08-Mar-21,Silver,Grocery,F,223572,59
127,09-Dec-21,Signature,Medical,F,223831,68
397,23-Oct-19,Platinum,Entertainment,M,54734,84
127,12-Jan-21,Platinum,Food,F,128535,56
397,19-Sep-20,Silver,Fuel,M,217466,24
397,10-Dec-19,Platinum,Grocery,M,110784,63
72,23-Nov-20,Signature,Grocery,F,212185,56
397,26-Jan-20,Silver,Food,M,273748,88
72,02-Apr-22,Signature,Food,F,202725,79
72,03-Jul-21,Platinum,Food,M,166414,24
397,29-Dec-19,Platinum,Entertainment,F,32373,69
9,01-Dec-19,Platinum,Fuel,M,62914,69
397,18-Aug-21,Platinum,Grocery,F,17116,56
9,02-Sep-19,Signature,Grocery,F,285295,52
397,07-Jul-22,Gold,Fuel,M,105900,45
72,13-Sep-20,Silver,Medical,F,1078,19
127,12-Aug-20,Silver,Grocery,M,62353,24
72,03-Sep-19,Gold,Medical,F,267749,59
397,16-Mar-21,Silver,Grocery,M,64759,62
127,19-Apr-22,Gold,Medical,M,5045,33
72,17-Sep-20,Gold,Medical,F,252382,67
127,05-Nov-19,Gold,Medical,M,272953,39
397,28-May-21,Signature,Fuel,F,98664,58
397,22-Feb-22,Signature,Entertainment,M,216351,56
9,23-Nov-20,Silver,Food,F,182354,50
397,28-Apr-20,Silver,Medical,M,172980,29
397,27-Jul-19,Platinum,Food,F,214307,89
72,13-Dec-21,Silver,Grocery,M,162401,42
72,19-May-22,Platinum,Fuel,F,118632,36
127,01-Jul-21,Gold,Entertainment,M,109514,79
397,22-May-21,Silver,Medical,F,246454,47
9,29-Jul-19,Signature,Food,M,59672,87
127,10-May-21,Silver,Medical,F,7396,20
397,13-Aug-21,Silver,Food,F,206746,38
397,11-Feb-20,Gold,Food,F,133048,55
397,13-May-20,Gold,Entertainment,M,9087,52
9,07-Mar-22,Signature,Food,M,88113,58
72,27-Jun-21,Gold,Medical,M,18275,31
397,26-Jan-21,Silver,Grocery,M,42532,85
397,04-Oct-21,Gold,Fuel,M,225215,63
127,08-Jun-21,Platinum,Medical,F,66927,87
127,14-Jan-20,Signature,Food,M,129254,68
72,24-Oct-20,Signature,Fuel,M,76553,53
9,03-Nov-19,Signature,Food,M,274212,55
9,24-Apr-22,Platinum,Grocery,M,5812,58
397,17-Sep-19,Silver,Grocery,F,226514,79
9,29-Jun-20,Silver,Grocery,F,199304,22
127,12-May-21,Silver,Medical,M,220395,42
127,28-Nov-21,Gold,Medical,M,187155,89
72,28-Apr-21,Platinum,Entertainment,M,227253,22
127,12-Jan-22,Gold,Medical,F,234695,37
72,09-Nov-19,Platinum,Food,M,19343,64
397,25-Oct-21,Signature,Fuel,M,83915,34
9,18-Nov-19,Signature,Grocery,M,35100,75
72,10-Sep-20,Signature,Food,F,233611,78
72,29-Oct-21,Signature,Grocery,M,8120,64
397,25-Jun-22,Signature,Food,M,127268,66
397,16-Oct-19,Signature,Food,F,238324,19
72,07-Nov-21,Signature,Entertainment,F,209312,57
72,08-Feb-21,Gold,Medical,F,121609,19
127,29-Apr-20,Signature,Grocery,M,140246,60
72,06-Apr-22,Gold,Food,M,124030,70
72,20-Apr-22,Signature,Fuel,F,82259,84
72,01-Oct-21,Platinum,Medical,F,70450,24
72,13-Aug-19,Platinum,Grocery,F,24717,35
127,28-Oct-20,Silver,Fuel,F,147217,42
397,29-Jul-19,Gold,Fuel,F,73520,15
9,09-Apr-22,Silver,Grocery,F,230084,32
9,06-Dec-21,Platinum,Entertainment,M,192848,70
9,29-Apr-22,Silver,Fuel,M,18095,21
9,29-Jun-20,Platinum,Food,M,193730,77
127,03-Jan-22,Silver,Food,F,24666,38
72,10-Aug-19,Gold,Entertainment,M,89921,18
127,24-Jun-21,Platinum,Grocery,F,209797,54
397,10-Jan-20,Gold,Food,F,197488,48
397,20-Aug-20,Silver,Grocery,M,185472,88
72,23-May-21,Gold,Medical,F,202874,40
397,14-Apr-21,Platinum,Food,F,180622,52
9,01-Dec-20,Silver,Medical,M,148625,33
127,17-Oct-19,Gold,Entertainment,F,137861,69
72,23-May-22,Silver,Food,M,191425,81
127,15-Sep-20,Silver,Entertainment,M,18138,82
397,21-Jun-20,Signature,Food,M,271311,63
72,19-Apr-22,Signature,Food,M,147167,84
127,05-Feb-21,Gold,Food,M,147923,16
72,16-Feb-22,Silver,Grocery,F,29858,49
9,02-Dec-21,Gold,Medical,M,71255,30
397,15-May-20,Signature,Entertainment,M,279668,50
72,28-May-20,Gold,Food,M,20926,51
397,07-Jul-20,Signature,Entertainment,M,170311,50
127,03-Jan-20,Silver,Grocery,M,288080,41
397,18-Jan-22,Silver,Food,F,285260,37
9,17-Sep-21,Platinum,Grocery,M,41358,46
127,19-Feb-22,Platinum,Food,M,21011,28
72,05-Jun-20,Gold,Food,F,133790,21
397,24-Apr-21,Silver,Grocery,M,154558,82
72,29-Jun-21,Signature,Food,F,78975,71
397,15-Dec-19,Signature,Medical,F,263724,75
397,27-Jun-22,Signature,Fuel,F,11881,53
127,27-Aug-20,Silver,Medical,M,234255,61
127,05-Jul-20,Gold,Fuel,M,223321,75
397,26-May-21,Silver,Medical,M,108578,63
72,30-Sep-19,Gold,Grocery,F,150204,55
9,20-Apr-21,Gold,Medical,F,266934,24
72,31-Jan-20,Signature,Grocery,F,82893,27
127,01-Dec-19,Silver,Entertainment,F,15512,52
72,01-Jan-22,Gold,Medical,F,53126,71
127,04-Dec-19,Signature,Fuel,M,165012,64
127,23-Jan-21,Gold,Medical,M,133687,87
72,06-May-21,Signature,Grocery,F,132111,79
9,03-Sep-21,Signature,Fuel,M,242546,22
397,05-Nov-20,Platinum,Medical,M,15669,64
127,04-Feb-21,Silver,Medical,M,289521,48
9,09-Mar-20,Platinum,Fuel,M,182674,27
9,31-Mar-21,Platinum,Medical,M,282435,71
127,06-Sep-20,Gold,Fuel,M,241870,19
397,18-Jun-21,Silver,Medical,F,77647,73
9,25-May-20,Gold,Fuel,M,206869,72
72,10-Jun-20,Silver,Fuel,F,60358,54
397,03-Jul-22,Gold,Medical,F,177644,30
397,10-Dec-21,Signature,Grocery,F,242831,38
9,19-Dec-21,Platinum,Fuel,F,240144,86
72,24-May-21,Gold,Entertainment,M,278878,19
72,01-Aug-21,Platinum,Entertainment,M,132563,24
127,04-Jan-20,Signature,Fuel,F,149714,45
9,13-Apr-22,Silver,Food,F,91449,22
9,29-Jul-21,Signature,Entertainment,F,5036,67
9,01-Sep-19,Signature,Fuel,M,201771,50
9,21-Jan-21,Signature,Fuel,M,194454,20
9,26-Jul-21,Signature,Medical,M,66132,32
72,30-Jan-22,Gold,Fuel,M,118249,85
72,05-Mar-21,Silver,Medical,F,165781,46
397,21-Oct-21,Silver,Medical,M,172711,78
9,29-May-20,Silver,Grocery,F,229433,22
9,23-Jul-19,Gold,Grocery,M,189674,88
127,08-Mar-20,Gold,Entertainment,F,93138,69
72,07-Mar-20,Platinum,Medical,M,277073,85
397,21-Jun-21,Signature,Entertainment,M,232339,16
397,26-May-20,Platinum,Fuel,M,23130,86
397,28-Jan-21,Signature,Grocery,F,147333,27
397,21-Dec-19,Silver,Medical,M,252846,73
127,06-Jul-22,Signature,Entertainment,M,117342,55
72,31-May-20,Platinum,Medical,M,26322,87
9,19-Jul-22,Gold,Food,F,195512,84
397,14-Jul-21,Platinum,Entertainment,F,7605,64
397,06-Apr-22,Gold,Food,F,231088,75
397,19-May-21,Platinum,Fuel,M,298616,24
9,07-Dec-19,Gold,Medical,F,168207,44
9,18-Aug-20,Platinum,Entertainment,M,182184,15
127,21-Nov-19,Signature,Grocery,F,32206,28
9,24-Apr-20,Gold,Grocery,M,258147,72
72,13-Feb-20,Signature,Entertainment,F,234918,32
127,03-Apr-22,Signature,Grocery,M,241514,66
9,24-May-21,Silver,Medical,M,199305,68
9,01-Dec-19,Silver,Fuel,F,270668,20
9,16-May-22,Platinum,Fuel,F,34492,85
9,27-Apr-21,Gold,Fuel,F,124731,43
127,28-Jan-22,Silver,Medical,F,189307,55
72,25-Dec-20,Gold,Grocery,F,163838,77
9,28-Apr-21,Platinum,Grocery,F,28891,79
397,02-Mar-22,Signature,Food,F,251045,42
397,28-Jun-21,Gold,Fuel,M,10314,43
72,19-Dec-19,Silver,Medical,F,259376,38
397,16-Jul-20,Gold,Fuel,M,248129,73
9,15-Aug-20,Gold,Medical,M,24507,72
9,11-Oct-21,Platinum,Entertainment,F,203152,53
397,18-May-22,Platinum,Food,F,285844,79
397,27-Jul-21,Platinum,Grocery,M,86834,69
127,12-Jul-21,Gold,Entertainment,M,210754,74
397,19-May-22,Signature,Food,F,241238,36
72,12-Jun-20,Signature,Medical,F,248243,25
72,10-Aug-20,Platinum,Grocery,M,129817,34
397,18-Feb-21,Signature,Fuel,M,85190,46
127,29-Nov-20,Signature,Food,F,39412,38
127,17-Feb-22,Signature,Entertainment,F,157217,63
9,18-Aug-19,Gold,Fuel,M,161209,62
127,11-May-22,Platinum,Grocery,F,284424,76
72,06-Aug-19,Silver,Fuel,M,196891,54
127,15-Jun-21,Silver,Fuel,M,25678,66
127,20-May-21,Platinum,Grocery,F,14500,28
72,23-Sep-19,Platinum,Grocery,M,40491,44
72,27-Jan-22,Platinum,Fuel,F,84287,38
127,20-Oct-19,Gold,Medical,F,263207,40
127,10-Oct-20,Gold,Grocery,M,154879,46
397,05-Apr-21,Silver,Food,M,298977,44
397,24-Jan-21,Signature,Food,F,57681,24
127,18-Dec-21,Gold,Grocery,F,220350,77
72,08-Oct-20,Signature,Medical,F,102056,15
72,21-May-21,Silver,Food,M,128245,36
397,25-Apr-21,Gold,Grocery,F,256984,51
127,19-Nov-21,Silver,Grocery,F,158154,57
397,02-Feb-22,Gold,Entertainment,M,38624,51
127,13-Oct-21,Gold,Entertainment,F,36465,15
9,10-Jan-22,Silver,Food,M,72999,16
72,10-Apr-20,Signature,Grocery,F,131784,43
127,10-Jul-21,Gold,Medical,F,268355,19
9,12-Nov-19,Signature,Medical,M,38461,40
397,18-Jun-21,Signature,Fuel,F,45881,69
127,22-Sep-20,Silver,Food,F,65708,30
397,26-Dec-19,Platinum,Medical,F,207816,71
397,02-Jun-21,Silver,Food,M,181693,24
397,29-Aug-21,Platinum,Fuel,M,254824,30
397,08-Dec-21,Signature,Grocery,F,10371,66
9,26-Nov-20,Signature,Food,M,268732,22
397,14-Sep-20,Platinum,Food,M,66360,65
72,15-Feb-20,Silver,Entertainment,F,193171,76
127,16-Nov-21,Platinum,Grocery,M,137032,35
127,29-Nov-21,Silver,Entertainment,F,3287,52
397,31-Dec-21,Silver,Fuel,F,62781,89
127,03-Jul-20,Gold,Food,M,157804,56
397,29-Dec-20,Gold,Fuel,F,188442,57
397,01-Jun-20,Silver,Grocery,F,197611,29
72,24-Jun-21,Silver,Fuel,F,252606,58
127,18-Jan-20,Platinum,Grocery,M,282917,27
72,12-Mar-21,Signature,Entertainment,F,27793,88
9,18-Aug-21,Gold,Food,F,259027,50
127,20-Sep-19,Silver,Entertainment,F,82275,64
72,11-Apr-22,Platinum,Entertainment,F,148425,47
72,02-Oct-20,Gold,Grocery,F,171468,70
127,02-Jul-22,Signature,Fuel,M,11488,19
127,03-Jul-20,Silver,Fuel,F,52179,34
9,19-Apr-21,Silver,Entertainment,F,266801,29
72,15-Mar-20,Signature,Medical,F,172236,17
127,01-Dec-19,Gold,Food,M,29055,28
127,28-Oct-19,Gold,Food,F,2581,35
127,10-Aug-19,Gold,Grocery,M,142249,50
127,18-Nov-21,Signature,Food,F,294454,87
127,05-Mar-20,Silver,Medical,M,130726,31
127,10-Jan-21,Silver,Grocery,M,88144,51
9,05-Sep-20,Signature,Fuel,F,137079,61
397,23-Feb-21,Gold,Food,F,131581,26
9,31-Mar-21,Silver,Fuel,M,128063,37
72,23-Oct-21,Gold,Entertainment,F,62404,39
72,24-Jul-20,Silver,Grocery,F,118354,40
127,28-Feb-20,Signature,Grocery,M,68751,65
72,27-Aug-20,Gold,Entertainment,M,137069,73
127,08-Nov-19,Silver,Food,F,202214,74
127,01-Sep-21,Gold,Grocery,F,142431,59
397,30-Dec-21,Platinum,Grocery,F,20841,61
72,12-Apr-20,Signature,Entertainment,M,212854,23
9,24-Jun-21,Silver,Entertainment,M,112104,49
9,16-Nov-20,Signature,Fuel,M,211567,77
397,01-Aug-20,Gold,Food,F,29867,56
127,08-May-20,Signature,Grocery,F,270176,80
72,06-Jun-20,Silver,Grocery,M,215205,53
9,25-Dec-20,Silver,Entertainment,F,230608,87
9,18-Aug-21,Gold,Food,F,21907,24
9,30-Jan-21,Silver,Medical,M,275253,55
9,17-Jun-21,Silver,Fuel,M,158036,34
127,03-May-22,Gold,Fuel,M,289166,19
72,13-Jun-21,Gold,Entertainment,F,223018,28
127,15-Feb-20,Platinum,Entertainment,F,168732,20
9,10-Dec-21,Silver,Entertainment,F,16672,22
127,20-Oct-21,Silver,Fuel,M,6416,87
9,25-Dec-20,Silver,Entertainment,M,255820,18
9,06-Aug-20,Gold,Food,M,263963,72
397,12-Jan-20,Silver,Grocery,F,291162,66
9,29-Dec-20,Signature,Fuel,M,220304,83
397,14-May-21,Gold,Entertainment,M,228050,24
72,23-Jun-20,Silver,Grocery,F,221372,82
9,21-Apr-20,Silver,Grocery,F,106011,55
72,03-Dec-21,Platinum,Medical,M,93661,64
127,06-Dec-19,Platinum,Entertainment,M,67198,41
72,17-Jul-20,Platinum,Fuel,F,66130,85
9,24-Oct-19,Platinum,Entertainment,M,89335,17
127,30-May-21,Signature,Fuel,F,55987,59
397,30-Jun-20,Gold,Food,M,32624,78
9,19-Nov-21,Platinum,Grocery,F,206906,58
9,09-Sep-19,Platinum,Food,M,1364,25
9,27-Jan-21,Gold,Fuel,M,256485,20
72,04-May-20,Platinum,Grocery,F,129950,28
397,16-Apr-20,Platinum,Entertainment,M,229974,17
72,25-Oct-20,Gold,Entertainment,F,106766,38
9,27-Sep-19,Silver,Fuel,F,32900,54
72,05-Sep-20,Gold,Food,F,238404,86
9,25-Jan-20,Gold,Medical,M,235760,55
9,28-Jul-20,Silver,Food,M,103762,79
72,05-Nov-19,Signature,Fuel,M,217234,17
9,13-May-22,Silver,Entertainment,F,79809,16
9,11-Sep-19,Gold,Medical,F,80501,79
397,11-Jan-20,Signature,Grocery,M,39975,71
127,08-May-20,Signature,Food,M,230731,39
9,24-Nov-19,Gold,Food,M,83682,19
72,19-Jan-20,Silver,Medical,M,255449,54
397,16-Jan-20,Gold,Grocery,M,75745,20
72,23-Feb-21,Signature,Medical,F,256199,39
127,06-Sep-20,Signature,Grocery,F,51617,24
397,24-Dec-19,Silver,Entertainment,F,78671,70
397,16-Dec-21,Platinum,Grocery,F,165589,62
9,13-Aug-20,Gold,Fuel,F,27929,24
127,05-Jul-20,Gold,Medical,F,110025,23
127,11-Dec-21,Signature,Entertainment,M,76512,75
72,27-Nov-20,Silver,Entertainment,M,214971,72
9,29-Aug-19,Gold,Food,M,83819,87
127,20-Apr-21,Silver,Food,M,296767,74
9,05-Apr-22,Signature,Grocery,F,148558,18
397,30-Oct-20,Silver,Grocery,F,285022,70
9,27-May-21,Signature,Food,F,109286,50
127,27-Jun-20,Silver,Food,M,217679,60
397,01-Apr-21,Platinum,Food,F,194336,44
72,29-May-20,Silver,Entertainment,F,261402,41
397,10-Jan-22,Gold,Food,M,162827,50
72,01-Mar-20,Silver,Fuel,M,248720,55
397,05-Oct-20,Signature,Entertainment,M,158834,78
127,25-Sep-19,Platinum,Food,F,278708,29
9,05-Nov-20,Platinum,Medical,F,151208,70
72,27-Sep-21,Signature,Entertainment,M,91421,26
72,30-Mar-22,Gold,Entertainment,M,76857,42
72,19-Apr-20,Signature,Fuel,F,94221,79
397,18-Aug-21,Signature,Entertainment,F,283090,65
397,20-Feb-22,Silver,Grocery,M,19890,38
127,21-Mar-21,Signature,Fuel,F,131009,72
9,10-May-22,Gold,Grocery,M,2562,32
9,05-May-21,Platinum,Medical,M,40613,73
397,06-Jul-20,Silver,Food,M,182506,15
72,11-Jan-22,Signature,Grocery,F,160400,55
397,21-May-22,Silver,Entertainment,F,266492,48
9,10-Mar-20,Gold,Fuel,M,137395,62
9,08-Oct-21,Silver,Grocery,M,175239,39
127,13-Sep-21,Silver,Fuel,M,269746,31
9,22-Jul-20,Platinum,Food,M,126782,76
397,05-Apr-22,Silver,Entertainment,F,223599,57
9,18-Oct-21,Gold,Entertainment,F,149276,53
397,19-Oct-19,Platinum,Food,M,15520,88
127,03-Dec-21,Silver,Entertainment,M,118795,67
127,16-Apr-21,Signature,Grocery,F,169959,45
72,17-Aug-19,Gold,Medical,M,255679,55
72,07-Jun-20,Gold,Food,M,87142,40
397,19-Jan-22,Silver,Medical,M,223299,89
72,21-Dec-20,Signature,Entertainment,F,94789,30
9,27-Feb-22,Signature,Food,F,104318,60
9,22-Dec-21,Platinum,Fuel,F,173003,39
9,23-Oct-20,Silver,Medical,F,275531,52
72,15-Mar-20,Silver,Food,M,224303,48
72,09-Jan-20,Gold,Food,M,50529,70
72,06-Sep-21,Gold,Food,F,179642,23
397,17-Apr-21,Gold,Grocery,F,139938,25
397,21-Nov-20,Platinum,Food,F,232304,21
397,15-Dec-21,Platinum,Food,F,179209,79
72,20-Feb-20,Silver,Food,F,283902,51
127,05-Dec-19,Silver,Food,M,210174,46
127,11-Sep-20,Gold,Entertainment,M,114386,38
397,08-May-20,Signature,Medical,F,237791,78
9,24-Apr-21,Silver,Food,F,83726,19
72,19-Nov-19,Gold,Medical,F,202980,42
72,04-Jun-22,Gold,Entertainment,F,289412,87
9,05-Oct-20,Platinum,Grocery,F,24712,38
9,09-Jul-20,Platinum,Fuel,M,17609,73
127,03-Jan-20,Silver,Food,F,72486,26
397,24-Nov-19,Gold,Food,M,16632,45
127,21-Jul-22,Silver,Fuel,M,132617,17
9,27-Sep-19,Platinum,Grocery,M,132176,16
72,12-Apr-21,Silver,Fuel,F,102188,86
72,11-Apr-20,Silver,Fuel,F,90064,33
397,07-Mar-22,Silver,Food,F,238084,18
9,07-Jun-20,Signature,Food,M,93997,80
127,11-Mar-21,Signature,Medical,M,28654,70
72,13-Dec-20,Signature,Medical,M,160641,86
397,23-Nov-20,Platinum,Fuel,F,77121,79
9,29-Apr-22,Gold,Grocery,M,215604,38
72,30-Apr-20,Platinum,Grocery,F,47067,22
9,13-Aug-21,Platinum,Grocery,M,186078,71
397,24-May-20,Silver,Fuel,F,59053,44
127,03-Nov-21,Silver,Fuel,F,284354,89
127,15-Mar-21,Platinum,Food,M,273629,25
72,24-Aug-19,Silver,Food,M,74243,55
127,13-Oct-20,Silver,Medical,F,175473,15
72,11-Aug-19,Platinum,Entertainment,F,299017,35
127,05-Aug-21,Gold,Entertainment,M,179275,46
397,09-Dec-20,Signature,Fuel,F,22345,30
72,29-Jul-20,Platinum,Entertainment,F,18679,84
127,18-Aug-21,Signature,Medical,F,4042,29
72,05-May-22,Platinum,Food,F,193703,54
127,29-Oct-19,Gold,Medical,F,256198,23
127,04-Jul-21,Silver,Fuel,M,243557,22
397,10-Jun-22,Signature,Grocery,F,24830,79
9,14-Apr-20,Gold,Grocery,F,259140,85
72,01-Apr-22,Gold,Medical,M,24938,17
397,26-Sep-20,Signature,Fuel,M,65702,42
9,06-Jun-22,Platinum,Fuel,M,32398,46
127,21-Jun-20,Signature,Fuel,F,262864,30
9,14-Feb-20,Silver,Grocery,F,235932,47
397,26-Nov-20,Gold,Medical,M,15617,15
72,05-Apr-22,Gold,Medical,M,282874,44
72,29-Oct-19,Gold,Medical,M,162249,41
397,21-Nov-19,Signature,Medical,F,243710,39
127,23-May-20,Silver,Food,F,20163,37
127,30-Jan-20,Silver,Fuel,F,157665,86
9,23-Jan-22,Signature,Food,M,218880,80
9,20-May-22,Signature,Grocery,F,63295,89
72,13-Apr-20,Silver,Entertainment,M,230662,70
397,19-Dec-19,Platinum,Food,M,293134,86
397,29-Jul-21,Silver,Food,M,138176,81
9,29-Sep-19,Signature,Entertainment,F,137717,71
72,07-Feb-20,Silver,Medical,M,260501,83
127,04-May-20,Signature,Food,M,2527,76
9,12-Jan-20,Signature,Entertainment,M,163532,83
127,17-Feb-22,Silver,Entertainment,F,158542,35
397,26-Apr-20,Silver,Grocery,M,186731,82
397,12-Feb-20,Gold,Fuel,F,153563,21
9,18-Apr-20,Silver,Food,M,101599,28
9,05-Mar-22,Platinum,Entertainment,F,101078,61
9,26-Mar-21,Gold,Entertainment,M,245812,34
397,31-Dec-19,Gold,Fuel,M,257089,60
9,12-Dec-20,Platinum,Grocery,M,281562,33
9,17-Jul-22,Silver,Medical,M,296559,74
127,19-Jun-22,Silver,Medical,M,299981,35
72,25-Jun-22,Silver,Medical,F,15036,47
127,19-Jan-21,Gold,Medical,M,134177,36
397,05-May-21,Silver,Entertainment,F,187446,61
397,26-Jul-21,Silver,Medical,M,282198,89
72,10-Jul-22,Signature,Food,M,248338,54
72,27-Sep-21,Platinum,Food,F,110019,71
9,20-Aug-20,Signature,Entertainment,M,274791,30
127,23-Jul-21,Silver,Food,F,215684,68
397,18-Feb-20,Gold,Grocery,M,103457,87
72,16-May-20,Signature,Medical,F,195518,57
127,10-Feb-22,Signature,Grocery,M,101893,62
72,08-Jul-20,Platinum,Grocery,F,186151,88
72,22-Mar-22,Silver,Food,F,274869,62
127,06-Dec-19,Platinum,Grocery,F,214240,63
9,07-Jun-21,Gold,Grocery,M,184704,39
9,03-Jun-20,Platinum,Entertainment,M,154367,84
127,24-Mar-22,Gold,Food,F,152497,77
127,02-Jan-20,Silver,Medical,M,4967,69
72,19-Apr-20,Platinum,Food,M,289702,76
397,04-Jan-22,Signature,Food,M,29369,55
397,04-Nov-20,Signature,Grocery,M,297068,29
9,18-Sep-21,Silver,Entertainment,F,50505,24
127,18-Dec-20,Silver,Fuel,M,98523,54
397,12-Jul-21,Gold,Fuel,M,140801,29
9,26-Nov-21,Silver,Food,F,295658,65
9,01-Feb-22,Silver,Food,M,259835,57
397,27-Jan-20,Silver,Entertainment,F,199538,67
127,03-Dec-21,Gold,Entertainment,F,121178,21
397,26-Mar-21,Silver,Food,F,9151,27
127,05-Apr-20,Signature,Entertainment,M,90584,20
72,04-Feb-21,Gold,Grocery,M,198978,75
127,03-Dec-21,Gold,Grocery,F,28909,17
397,21-Dec-21,Silver,Grocery,F,197675,24
397,09-Jun-22,Signature,Medical,F,191763,51
72,09-Oct-21,Platinum,Entertainment,M,151456,62
397,13-Aug-20,Signature,Medical,F,141169,52
397,11-Oct-21,Signature,Entertainment,M,280141,47
9,05-May-21,Signature,Medical,F,110074,84
72,12-Feb-20,Signature,Grocery,M,270299,29
397,26-Aug-19,Platinum,Food,M,206335,51
72,03-Jun-22,Silver,Medical,M,220659,20
397,16-Feb-22,Signature,Food,F,165677,56
9,17-Feb-20,Silver,Medical,F,189960,24
72,29-Aug-19,Silver,Grocery,M,175555,81
127,23-Mar-20,Gold,Medical,M,34299,30
9,14-Feb-20,Signature,Entertainment,F,55649,50
397,03-Jul-21,Gold,Entertainment,M,150557,45
397,16-Aug-20,Silver,Entertainment,M,285663,52
397,24-Sep-20,Gold,Grocery,F,206746,61
9,16-Aug-21,Gold,Food,M,61115,75
9,12-Mar-22,Gold,Entertainment,F,217634,48
72,28-Jun-22,Platinum,Fuel,M,148897,54
397,01-Jan-22,Signature,Food,M,247905,27
9,22-Mar-22,Gold,Medical,F,110644,36
397,26-Oct-21,Silver,Grocery,F,74532,40
397,26-Mar-22,Gold,Medical,M,46321,17
72,16-May-21,Silver,Medical,F,63508,61
72,06-Mar-20,Silver,Grocery,F,225024,57
127,30-Mar-22,Signature,Medical,F,90111,54
397,05-Mar-22,Silver,Medical,M,274289,67
397,05-May-21,Gold,Food,F,224963,47
127,12-Jul-22,Gold,Food,M,6865,77
397,03-Feb-21,Silver,Grocery,F,209121,45
127,29-Dec-20,Platinum,Grocery,M,139814,43
72,30-Sep-19,Platinum,Medical,F,102273,44
9,20-Feb-20,Signature,Entertainment,M,16139,18
127,14-Feb-21,Gold,Grocery,M,73972,77
127,28-Feb-21,Platinum,Entertainment,F,41211,34
127,07-Jan-22,Signature,Food,F,276659,65
127,19-Apr-21,Signature,Fuel,F,1618,45
72,28-Jul-19,Platinum,Medical,F,195804,82
397,24-Mar-22,Signature,Entertainment,F,114234,49
9,12-Feb-21,Signature,Fuel,M,223931,87
9,18-Mar-22,Silver,Medical,F,242799,51
9,04-Sep-21,Signature,Medical,F,34402,67
397,17-May-21,Gold,Fuel,M,268142,46
397,12-Apr-21,Platinum,Grocery,M,27442,61
397,14-May-22,Silver,Fuel,F,180330,76
127,15-Jan-21,Gold,Food,F,225742,65
9,28-Jun-21,Silver,Entertainment,F,167820,40
9,01-Sep-19,Signature,Entertainment,F,139607,49
9,18-Nov-21,Platinum,Grocery,M,102369,27
397,27-Sep-20,Signature,Food,M,193781,87
397,01-May-21,Platinum,Grocery,F,115842,75
127,03-Nov-19,Silver,Grocery,F,252184,31
127,16-Aug-21,Signature,Grocery,M,112907,26
72,08-Oct-19,Platinum,Entertainment,F,196241,50
9,12-Sep-20,Signature,Entertainment,M,181864,33
397,25-Jul-19,Signature,Food,F,51296,25
127,09-Mar-21,Silver,Grocery,F,71373,60
397,27-Feb-20,Silver,Fuel,M,230642,45
397,13-Feb-20,Silver,Grocery,M,201207,40
9,01-Mar-21,Platinum,Food,F,226602,39
127,21-Jun-20,Platinum,Entertainment,M,102971,23
397,13-Jan-21,Signature,Medical,F,239092,26
397,13-Mar-21,Signature,Medical,F,66497,57
397,17-Nov-21,Silver,Grocery,M,108389,41
72,18-Sep-21,Gold,Food,M,122432,56
9,04-Feb-20,Platinum,Grocery,M,35748,20
397,25-Dec-21,Platinum,Entertainment,M,281005,80
9,30-Nov-21,Gold,Grocery,M,62856,71
72,05-May-21,Silver,Grocery,F,110338,64
72,13-Aug-21,Platinum,Fuel,M,146753,43
72,11-Aug-21,Signature,Fuel,F,12594,23
72,05-Nov-19,Platinum,Food,F,156150,44
397,17-Jun-22,Silver,Grocery,M,169411,29
397,24-Jun-22,Gold,Entertainment,F,140599,28
397,30-May-20,Silver,Entertainment,F,258960,57
397,29-Jun-20,Gold,Grocery,F,109239,68
