ID,CLASSE,ETAB,SCOLFR,CHAMBRE,DEVOIRS,VACANCES,PARVENS,vitparent_corr,vitautre_corr,TEL,TRADS_PERE,TRADS_MERE,OCCUP,VAISSELLE,PARTICIPATION,EDUC,HEURE,HABITS,DORMIR,QUESTIONS,REPRENDRE,TELCOURS,RESEAUXSOCIAUX,TEMPSRS,USAGES,tempsetude_corr,ACTEXTRA,LOISIR_01,LOISIR_02,LOISIR_03,LOISIR_04,LOISIR_05,LOISIR_06,LOISIR_07,LOISIR_08,GENRE,type_etab
1320226774,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,Tout à fait d'accord,Ni d'accord ni pas d'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,Seulement si c'est une personne du même genre que moi,"Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Un garçon,lycée
400887043,2nde,Hélène Boucher,Oui,Oui,Ça dépend,3 fois ou plus,Oui,Oui,,Oui,Pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,Je ne sais pas,Oui,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),630.0,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Un garçon,lycée
1399629451,1ère,Hélène Boucher,Sans réponse,Ça dépend,Non,3 fois ou plus,Non,,Chez ton père (ou tuteur),Oui,Tout à fait d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Une fille,lycée
1306073620,Terminale,Hélène Boucher,Oui,Oui,Oui,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Pas du tout d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant la tombée de la nuit,Sans réponse,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),900.0,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Une fille,lycée
799987442,Terminale,Hélène Boucher,Oui,Non,Ça dépend,Jamais,Non,,Chez ton père (ou tuteur),Oui,Ni d'accord ni pas d'accord,Ni d'accord ni pas d'accord,Toujours ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),120.0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Une fille,lycée
1548566892,1ère,Hélène Boucher,Non,Oui,Oui,Jamais,Oui,Oui,,Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si c'est une personne du même genre que moi,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Sans réponse,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",120.0,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Une fille,lycée
1890943867,Terminale,Hélène Boucher,Oui,Oui,Oui,2 fois,Non,,Chez ta mère (ou tutrice),Oui,Je ne sais pas,Ni d'accord ni pas d'accord,Toujours ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Une fille,lycée
24906437,2nde,Hélène Boucher,Oui,Ça dépend,Oui,2 fois,Oui,Oui,,Oui,D'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,"Non, les filles font plus",Je ne sais pas,Avant la tombée de la nuit,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),110.0,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Un garçon,lycée
1758392682,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,D'accord,D'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Oui,Avant la tombée de la nuit,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1020.0,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Une fille,lycée
1995116383,Terminale,Hélène Boucher,Oui,Non,Oui,Jamais,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Le plus souvent ma mère (ou tutrice),Jamais,"Non, les filles font plus",Non,Avant le dîner,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Jamais,Jamais ou très rarement,"Oui, de temps en temps",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",180.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
1146886536,2nde,Hélène Boucher,Oui,Non,Oui,1 fois,Oui,Non,,Oui,D'accord,D'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Moins d'1h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",150.0,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Un garçon,lycée
560027601,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas du tout d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Oui, ils/elles participent autant",Oui,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,"Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1200.0,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Une fille,lycée
1049372597,Terminale,Hélène Boucher,Non,Non,Ça dépend,Jamais,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Quelqu'un d'autre,Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,"Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),240.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
1471880737,2nde,Hélène Boucher,Non,Oui,Oui,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,D'accord,Tout à fait d'accord,Le plus souvent mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dîner,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,"Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Moins d'1h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",510.0,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
213635249,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,Tout à fait d'accord,D'accord,Toujours ma mère (ou tutrice),Tous les jours,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),900.0,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Une fille,lycée
607987865,2nde,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Je ne sais pas,Je ne sais pas,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Sans réponse,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer plus de temps sur les réseaux sociaux ?,Sans réponse,270.0,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Une fille,lycée
1399977506,2nde,Hélène Boucher,Oui,Oui,Oui,1 fois,Oui,Oui,,Oui,Pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Oui,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,"Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",270.0,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Un garçon,lycée
231502528,2nde,Hélène Boucher,Oui,Oui,Non,Sans réponse,Non,,Chez ta mère (ou tutrice),Oui,Pas du tout d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Moins d'1h,Sans réponse,Me divertir (regarder du contenu audiovisuel),840.0,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Un garçon,lycée
2093499348,1ère,Hélène Boucher,Oui,Non,Oui,3 fois ou plus,Oui,Oui,,Oui,D'accord,Ni d'accord ni pas d'accord,Le plus souvent ma mère (ou tutrice),Rarement,Je ne sais pas,Non,Pas d'heure limite de sortie,Oui,Sans réponse,"Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Plus de 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),120.0,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Un garçon,lycée
1908534628,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas du tout d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, souvent",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),360.0,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Un garçon,lycée
1548652814,Terminale,Hélène Boucher,Oui,Ça dépend,Oui,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,Ni d'accord ni pas d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Tous les jours,"Oui, ils/elles participent autant",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),600.0,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Un garçon,lycée
1626319675,1ère,Hélène Boucher,Oui,Non,Non,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,Sans réponse,Sans réponse,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",240.0,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Une fille,lycée
1330294709,1ère,Hélène Boucher,Oui,Oui,Oui,2 fois,Oui,Oui,,Oui,D'accord,D'accord,Le plus souvent ma mère (ou tutrice),Fréquemment,"Oui, ils/elles participent autant",Non,Avant le dernier métro/bus,Non,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Sans réponse,"Oui, souvent",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),420.0,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Un garçon,lycée
1370998711,2nde,Hélène Boucher,Oui,Non,Oui,2 fois,Oui,Oui,,Oui,Tout à fait d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Jamais,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
256680140,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,Chez ton père (ou tuteur),Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Sans réponse,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),480.0,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Une fille,lycée
939688107,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),270.0,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Un garçon,lycée
1984606176,1ère,Hélène Boucher,Oui,Ça dépend,Ça dépend,2 fois,Non,,En partie chez l'un et chez l'autre,Oui,Pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Rarement,Je ne sais pas,Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",360.0,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Une fille,lycée
572002373,2nde,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Ni d'accord ni pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,Je ne sais pas,Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Jamais,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",420.0,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Un garçon,lycée
429380579,2nde,Hélène Boucher,Oui,Oui,Oui,2 fois,Non,,Chez ton père (ou tuteur),Oui,Ni d'accord ni pas d'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine",Jamais ou très rarement,Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),390.0,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Une fille,lycée
1104656223,1ère,Hélène Boucher,Oui,Non,Oui,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Très rarement,Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),300.0,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Une fille,lycée
817539372,1ère,Hélène Boucher,Oui,Non,Oui,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Toujours ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,Seulement si c'est une personne du même genre que moi,"Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Sans réponse,720.0,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
931411260,2nde,Hélène Boucher,Oui,Non,Oui,Sans réponse,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Non, les filles font plus",Non,Avant le dîner,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,Très rarement,Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",150.0,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Une fille,lycée
517772366,2nde,Hélène Boucher,Oui,Ça dépend,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,,Sans réponse,Non,Non,Non,Non,Non,Non,Non,Non,Une fille,lycée
317917485,Terminale,Hélène Boucher,Oui,Oui,Oui,1 fois,Non,,Chez ton père (ou tuteur),Oui,Ni d'accord ni pas d'accord,D'accord,Le plus souvent mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Oui,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Jamais,Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",120.0,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Un garçon,lycée
798434362,Terminale,Hélène Boucher,Oui,Oui,Oui,Jamais,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Sans réponse,Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir",Très rarement,Sans réponse,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,Sans réponse,,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Un garçon,lycée
1320570252,Terminale,Hélène Boucher,Non,Non,Ça dépend,1 fois,Oui,Oui,,Non,Tout à fait d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,"Non, je n'ai pas le droit de dormir ailleurs","Oui, de temps en temps",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",210.0,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Un garçon,lycée
903659325,2nde,Hélène Boucher,Oui,Non,Oui,Sans réponse,Non,,Chez ta mère (ou tutrice),Oui,Je ne sais pas,Je ne sais pas,Quelqu'un d'autre,Fréquemment,Je ne sais pas,Je ne sais pas,Sans réponse,Sans réponse,"Non, je n'ai pas le droit de dormir ailleurs",Jamais,Sans réponse,Jamais ou très rarement,Entre 1 et 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Une fille,lycée
1391147340,2nde,Henri Bergson,Oui,Oui,Non,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,Ni d'accord ni pas d'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant la tombée de la nuit,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",300.0,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Une fille,lycée
532579749,2nde,Hélène Boucher,Oui,Non,Ça dépend,1 fois,Oui,Oui,,Oui,Tout à fait d'accord,Tout à fait d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Tous les jours,"Oui, ils/elles participent autant",Oui,Avant la tombée de la nuit,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Très rarement,Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",1080.0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fille,lycée
1828253052,Terminale,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Non,,En partie chez l'un et chez l'autre,Oui,D'accord,Ni d'accord ni pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Sans réponse,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps",Jamais ou très rarement,"Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,Me divertir (regarder du contenu audiovisuel),300.0,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Une fille,lycée
1161650688,6ème,Miriam Makeba,Oui,Oui,Oui,2 fois,Non,,Chez ta mère (ou tutrice),Oui,Tout à fait d'accord,D'accord,Le plus souvent ma mère (ou tutrice),Rarement,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",180.0,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Un garçon,collège
1418012795,2nde,Hélène Boucher,Oui,Oui,Ça dépend,3 fois ou plus,Non,,Chez ta mère (ou tutrice),Oui,Je ne sais pas,D'accord,Toujours ma mère (ou tutrice),Rarement,Je ne sais pas,Non,Avant le dernier métro/bus,Oui,"Non, je n'ai pas le droit de dormir ailleurs",Jamais,Jamais ou très rarement,"Oui, souvent",Plus de 3h,Ne rien changer à ton utilisation ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",300.0,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Un garçon,lycée
1734381949,Terminale,Hélène Boucher,Oui,Ça dépend,Ça dépend,1 fois,Non,,En partie chez l'un et chez l'autre,Oui,Ni d'accord ni pas d'accord,Pas d'accord,Le plus souvent ma mère (ou tutrice),Tous les jours,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, de temps en temps",Je ne les utilise pas,Ne rien changer à ton utilisation ?,Sans réponse,90.0,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Un garçon,lycée
1605254774,2nde,Hélène Boucher,Oui,Oui,Oui,3 fois ou plus,Oui,Oui,,Oui,Pas d'accord,D'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Avant le dernier métro/bus,Oui,"Oui, quelle que soit la personne chez qui je vais dormir","Oui, de temps en temps","Oui, de temps en temps, par exemple, une fois par semaine","Oui, souvent",Plus de 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",420.0,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Une fille,lycée
1218042348,2nde,Hélène Boucher,Oui,Non,Ça dépend,2 fois,Oui,Oui,,Oui,D'accord,Tout à fait d'accord,Sans réponse,Jamais,"Non, les filles font plus",Non,Sans réponse,Sans réponse,"Non, je n'ai pas le droit de dormir ailleurs","Oui, de temps en temps",Jamais ou très rarement,"Oui, souvent",Plus de 3h,Ne rien changer à ton utilisation ?,Me divertir (regarder du contenu audiovisuel),60.0,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Une fille,lycée
961505793,Terminale,Hélène Boucher,Oui,Non,Ça dépend,3 fois ou plus,Oui,Oui,,Oui,D'accord,Pas d'accord,Autant ma mère (ou tutrice) que mon père (ou tuteur),Fréquemment,"Non, les filles font plus",Non,Pas d'heure limite de sortie,Oui,Seulement si mes parents (ou tuteurs/tutrices) la ou le connaissent,"Oui, souvent",Jamais ou très rarement,Jamais ou très rarement,Entre 1 et 3h,Passer moins de temps sur les réseaux sociaux ?,"Communiquer/échanger/organiser un événement (avec des proches, amis, camarades de classe, ...)",750.0,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Un garçon,lycée
